number,mainstory,name,centercharacterimage,rightcenterimage,leftcenterimage,backimage,stillimage,charactercolor,bgm_state,bgm_num,se_num,selectdisp,selectbutton_num,monthimage,selectbuttontext3,selectbuttontext1,selectbuttontext2,textcolor,animation,moveanimation
171,「私もイ〇スタにパンケーキの写真のせよう！」,えみ,ouziojismile,clear,clear,back_cafe,0,0,0,4,0,0,0,0,0,0,0,text_own,0,0
172,元々乙女ゲームしてばっかりしててイ○スタは投稿してなかったけど、桜児くんといると私もつられてイ〇スタに投稿したくなっちゃった。,えみ,ouziojismile,clear,clear,back_cafe,0,0,0,4,3,0,0,0,0,0,0,text_monologue,0,0
173,           ,,clear,clear,clear,back_cafe,0,0,0,4,0,0,0,0,0,0,0,0,0,0
174,「あ〜！パンケーキおいしかった！」,犬山 桜児,ouziojismile,clear,clear,back_cafe,0,0,0,4,0,0,0,0,0,0,0,text_ouji,0,0
175,「奢ってくれてありがとう……本当に大丈夫なの？」,えみ,ouziojismile,clear,clear,back_cafe,0,0,0,4,0,0,0,0,0,0,0,text_own,0,0
176,「カップル割でパンケーキ食べよって誘ったの僕だし全然いいよー！ファンサだよっ！」,犬山 桜児,ouzioji,clear,clear,back_cafe,0,0,0,4,0,0,0,0,0,0,0,text_ouji,0,0
177,今の見た目がおじさんなせいでパパ活してる人みたいな気分になっちゃったけど。,えみ,ouzioji,clear,clear,back_cafe,0,0,0,4,0,0,0,0,0,0,0,text_monologue,0,0
178,「ねぇねぇ！折角だしツーショ撮らない？これもファンサってことで！」,犬山 桜児,ouzioji,clear,clear,back_cafe,0,0,0,4,0,0,0,0,0,0,0,text_ouji,0,0
179,桜児くんはファンサって言いながら色んなことをしてくれるなぁ。,えみ,ouzioji,clear,clear,back_cafe,0,0,0,4,0,0,0,0,0,0,0,text_monologue,0,0
180,「こっちきて！撮るよ〜」,犬山 桜児,ouzioji,clear,clear,back_cafe,0,0,0,4,0,0,0,0,0,0,0,text_ouji,0,0
181,  ,  ,clear,clear,clear,back_classroom,6,0,0,4,0,0,0,0,0,0,0,text_own,0,0
182,「うん！いい感じ！二人とも盛れてる〜っ！」,犬山 桜児,ouziojismile,clear,clear,back_cafe,0,0,0,4,3,0,0,0,0,0,0,text_ouji,0,0
183,そ、そうなんだ……桜児くんが普通の男の子に戻った時のために写真大切に残しとかなきゃ！,えみ,ouziojismile,clear,clear,back_cafe,0,0,0,4,0,0,0,0,0,0,0,text_monologue,0,0
184,「これもイ〇スタにのせるの？」,えみ,ouziojismile,clear,clear,back_cafe,0,0,0,4,0,0,0,0,0,0,0,text_own,0,0
185,「んーん！これは二人だけの写真だよ。可愛い子との写真を載せたら他の子達が嫉妬しちゃうから！」,犬山 桜児,ouziojismile,clear,clear,back_cafe,0,0,0,4,0,0,0,0,0,0,0,text_ouji,0,0
186,わ〜！これも元の姿で言われたかったよ〜！呪いを解くためにがんばらなきゃ。,えみ,ouziojismile,clear,clear,back_cafe,0,0,0,4,0,0,0,0,0,0,0,text_monologue,0,0
187,今月はお小遣い使い過ぎちゃってパンケーキを食べる余裕はないな……,えみ,clear,clear,clear,back_heroineroom_noon,0,0,0,0,0,0,0,0,0,0,0,text_monologue,0,0
188,「パンケーキ食べたかったけど今月金欠で行けそうにないな！ごめんね！」,えみ,clear,clear,clear,back_heroineroom_noon,0,0,0,0,0,0,0,0,0,0,0,text_own,0,0
189,「そういうときもあるよね〜！他の人誘うから気にしないで！」,犬山 桜児,clear,clear,clear,back_heroineroom_noon,0,0,0,0,0,0,0,0,0,0,0,text_ouji,0,0
190,か、悲しい……また金欠にならないようにバイトして稼がないと！,えみ,clear,clear,clear,back_heroineroom_noon,0,0,0,0,0,0,0,0,0,0,0,text_monologue,0,0
191,  ,7月,clear,clear,clear,back_classroom,0,0,2,0,2,0,0,7,0,0,0,text_mob,0,5
192,                                  ,  ,clear,clear,clear,back_garage,0,0,0,5,0,0,0,0,0,0,0,text_monologue,3,5
193,今日は体育祭。昨日まで天気が不安だったけど、無事に晴れてよかった！,えみ,clear,clear,clear,back_garage,0,0,1,1,0,0,0,0,0,0,0,text_monologue,0,0
194,私は小道具の係になったから朝から忙しいし気合い入れて頑張ろう！,えみ,clear,clear,clear,back_garage,0,0,0,0,0,0,0,0,0,0,0,text_monologue,0,0
195,────皆よりもちょっと遅めに来ちゃったから軽めの荷物は運ばれちゃったみたい……,えみ,clear,clear,clear,back_garage,0,0,0,0,0,0,0,0,0,0,0,text_monologue,0,0
196,さっき気合い入れて頑張ろうとしてたのに、重そうな小道具ばかりでやる気なくなりそう。,えみ,clear,clear,clear,back_garage,0,0,0,0,0,0,0,0,0,0,0,text_monologue,0,0
197,でも係の仕事だしそんなこと言ってられないよね。頑張るぞ！,えみ,clear,clear,clear,back_garage,0,0,0,0,0,0,0,0,0,0,0,text_monologue,0,0
198,｢ぐぐぐ、重い！｣,えみ,clear,clear,clear,back_garage,0,0,0,0,0,0,0,0,0,0,0,text_own,0,0
199,なんとか持てたけどフラフラしちゃう、よ……わっ！,えみ,clear,clear,clear,back_garage,0,0,0,0,0,0,0,0,0,0,0,text_monologue,0,0
200,｢先輩、大丈夫？！｣,本田 琉絆空,rukiaoji,clear,clear,back_garage,0,0,0,0,0,0,0,0,0,0,0,text_rukia,0,0
201,｢琉絆空くん？！｣,えみ,rukiaoji,clear,clear,back_garage,0,0,0,0,0,0,0,0,0,0,0,text_own,0,0
202,　                                                                       ,　,clear,clear,clear,back_garage,71,0,0,0,0,0,0,0,0,0,0,text_own,0,0
203,｢女の子がこんなに重い荷物持っちゃだめだろ？俺が持つからさ！｣,本田 琉絆空,clear,clear,clear,still_July_rukia,0,0,0,0,0,0,0,0,0,0,0,text_rukia,0,0
204,｢あ、ありがとう……！｣,えみ,clear,clear,clear,still_July_rukia,0,0,0,0,0,0,0,0,0,0,0,text_own,0,0
205,へ〜、おじさんって力持ちなんだな〜。,えみ,clear,clear,clear,back_ground_noon,0,0,0,0,0,0,0,0,0,0,0,text_monologue,0,0
206,ってちがうちがう！呪いのせいでそう見えてるだけで高校生の男子なんだった。,えみ,clear,clear,clear,back_ground_noon,0,0,0,0,0,0,0,0,0,0,0,text_monologue,0,0
207,最近おじさんの姿のOG☆3に見慣れてきてる！,えみ,clear,clear,clear,back_ground_noon,0,0,0,0,0,0,0,0,0,0,0,text_monologue,0,0
208,あの性格の悪い銅像に洗脳されちゃうよ〜！,,clear,clear,clear,back_ground_noon,0,0,0,0,0,0,0,0,0,0,0,text_monologue,0,0
209,琉絆空くんの協力のおかげで無事に係の仕事も終わってよかった！,えみ,clear,clear,clear,back_ground_noon,0,0,0,0,0,0,0,0,0,0,0,text_monologue,0,0
210,私の出番はまだだから友達の応援でもしようかな。,えみ,clear,clear,clear,back_ground_noon,0,0,0,0,0,0,0,0,0,0,0,text_monologue,0,0
211,｢キャーーーーｯ！！｣,女子生徒たち,clear,clear,clear,back_ground_noon,0,0,0,0,0,0,0,0,0,0,0,text_mob,0,0
212,？！！,えみ,clear,clear,clear,back_ground_noon,0,0,0,0,0,0,0,0,0,0,0,text_monologue,0,0
213,女子たちの歓声が聞こえてくる。なんだろう？,えみ,clear,clear,clear,back_ground_noon,0,0,0,0,0,0,0,0,0,0,0,text_monologue,0,0
214,｢桜児くんがんばってー！｣,女子生徒たち,clear,clear,clear,back_ground_noon,0,0,0,0,0,0,0,0,0,0,0,text_mob,0,0
215,歓声を向けられている方を見ると、リレーのアンカーとしてバトンを待つ桜児くんが見えた。,,clear,clear,clear,back_ground_noon,0,0,0,0,0,0,0,0,0,0,0,text_monologue,0,0
216,桜児くんの前の人は一位と大差つけられて二位みたい。,えみ,clear,clear,clear,back_ground_noon,0,0,0,0,0,0,0,0,0,0,0,text_monologue,0,0
217,おじさんの呪いをかけられる前の桜児くんを思い出すと、小柄で女の子みたいだし大丈夫かな……？,えみ,clear,clear,clear,back_ground_noon,0,0,0,0,0,0,0,0,0,0,0,text_monologue,0,0
218,ちょっと心配だけど桜児くんにがんばってほしいし私も応援しよう！,えみ,clear,clear,clear,back_ground_noon,0,0,0,0,0,0,0,0,0,0,0,text_monologue,0,0
219,｢桜児くんがんばれーー！！｣,えみ,clear,clear,clear,back_ground_noon,0,0,0,0,0,0,0,0,0,0,0,text_own,0,0
220,ついに桜児くんにバトンが渡ったその時​─────,  ,clear,clear,clear,back_ground_noon,0,0,0,0,0,0,0,0,0,0,0,text_monologue,0,0
221,    ,  ,clear,clear,clear,back_classroom,still_July_ouzi,0,0,0,0,0,0,0,0,0,0,text_own,0,0
222,｢おまたせ〜！ごめんね一位の人！抜かしちゃうよ！｣,犬山 桜児,clear,clear,clear,still_July_ouzi,0,0,0,0,0,0,0,0,0,0,0,text_ouji,0,0
223,｢キャーーー！｣,女子生徒たち,clear,clear,clear,still_July_ouzi,0,0,0,0,0,0,0,0,0,0,0,text_mob,0,0
224,桜児くん速い！あっという間に一位の人を抜かしちゃった！,えみ,clear,clear,clear,still_July_ouzi,0,0,0,0,0,0,0,0,0,0,0,text_monologue,0,0
225,桜児くんって見かけによらず運動神経よかったんだ……,えみ,clear,clear,clear,back_ground_noon,0,0,0,0,0,0,0,0,0,0,0,text_monologue,0,0
226,リレーが終わって桜児くんは応援席にきてくれた。,えみ,clear,clear,clear,back_ground_noon,0,0,0,0,0,0,0,0,0,0,0,text_monologue,0,0
227,｢桜児くんお疲れ様！｣,えみ,ouziojismile,clear,clear,back_ground_noon,0,0,0,0,0,0,0,0,0,0,0,text_own,0,0
228,｢応援ありがとうね！次の綱引き出るんだよね？がんばれ〜！｣,犬山 桜児,ouziojismile,clear,clear,back_ground_noon,0,0,0,0,0,0,0,0,0,0,0,text_ouji,0,0
229,桜児くんはやっぱりファンサが手厚いな〜。応援してくれてるし、綱引きがんばるぞ！,えみ,ouziojismile,clear,clear,back_ground_noon,0,0,0,0,0,0,0,0,0,0,0,text_monologue,0,0
230,    ,   ,clear,clear,clear,back_ground_noon,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,｢位置について、よーい……｣,生徒A,clear,clear,clear,back_ground_noon,0,0,0,0,0,0,0,0,0,0,0,text_mob,0,0
232,ピストルの音がなる。,　,clear,clear,clear,back_ground_noon,0,0,0,0,0,0,0,0,0,0,0,text_monologue,0,0
233,相手のチームすごい力だ……！力には自信ないけど頑張らなくちゃ！,えみ,clear,clear,clear,back_ground_noon,0,0,0,0,0,0,0,0,0,0,0,text_monologue,0,0
234,自分たちのチームも負けじと綱を引いている。いい感じ！,えみ,clear,clear,clear,back_ground_noon,0,0,0,0,0,0,0,0,0,0,0,text_monologue,0,0
235,｢うっ！痛い｣,えみ,clear,clear,clear,back_ground_noon,0,0,0,0,0,0,0,0,0,0,0,text_own,0,0
236,手と綱が擦れてすごく痛い……！,えみ,clear,clear,clear,back_ground_noon,0,0,0,0,0,0,0,0,0,0,0,text_monologue,0,0
237,でも、もう少しで勝てそう！我慢我慢……,えみ,clear,clear,clear,back_ground_noon,0,0,0,0,0,0,0,0,0,0,0,text_monologue,0,0
238,その時、相手チームか凄い力で綱を引いてきた。,えみ,clear,clear,clear,back_ground_noon,0,0,0,0,0,0,0,0,0,0,0,text_monologue,0,0
239,｢わっ！｣,えみ,clear,clear,clear,back_ground_noon,0,0,0,0,0,0,0,0,0,0,0,text_own,0,0
240,｢っ……！｣,えみ,clear,clear,clear,back_ground_noon,0,0,0,0,0,0,0,0,0,0,0,text_own,0,0
241,凄い勢いで転けちゃった、恥ずかしい……,えみ,clear,clear,clear,back_ground_noon,0,0,0,0,0,0,0,0,0,0,0,text_monologue,0,0
242,｢怪我をしている……この様子だと大丈夫そうではないな。保健室に向かおう。｣,目鏡 光,clear,clear,clear,back_ground_noon,0,0,0,0,0,0,0,0,0,0,0,text_hikaru,0,0
243,｢なんで先輩が……って、えっ？！！｣,えみ,clear,clear,clear,back_ground_noon,0,0,0,0,0,0,0,0,0,0,0,text_own,0,0
244,   ,   ,clear,clear,clear,back_classroom,73,0,0,0,0,0,0,0,0,0,0,text_own,0,0
245,私、お姫様だっこされてる？！！,えみ,clear,clear,clear,still_July_hikaru,0,0,0,0,0,0,0,0,0,0,0,text_monologue,0,0
246,｢僕はリレーなどは得意ではないから綱引きに出たんだ。おかげで君を助けることができてよかった。｣,目鏡 光,clear,clear,clear,still_July_hikaru,0,0,0,0,0,0,0,0,0,0,0,text_hikaru,0,0
247,｢あの子目鏡生徒会長にお姫様だっこされてる、いいな〜……｣,女子生徒たち,clear,clear,clear,still_July_hikaru,0,0,0,0,0,0,0,0,0,0,0,text_mob,0,0
248,ひぃ、そうだった、光先輩って本来はイケメンなんだった。,えみ,clear,clear,clear,still_July_hikaru,0,0,0,0,0,0,0,0,0,0,0,text_monologue,0,0
249,周りの女子たちに羨望の眼差しで見られてる……,えみ,clear,clear,clear,still_July_hikaru,0,0,0,0,0,0,0,0,0,0,0,text_monologue,0,0
250,  ,                ,clear,clear,clear,still_July_hikaru,0,0,0,0,0,0,0,0,0,0,0,0,1,6
251,           ,                ,clear,clear,clear,still_July_hikaru,0,0,0,0,0,0,0,0,0,0,0,0,2,6
252,                                  ,  ,clear,clear,clear,back_dispensary,0,0,0,0,0,0,0,0,0,0,0,0,3,6
253,｢あの、光先輩！保健室まで運んでくださってありがとうございます。すみません、迷惑をかけちゃって……｣,えみ,hikaruoji,clear,clear,back_dispensary,0,0,0,0,0,0,0,0,0,0,0,text_own,0,0
254,｢気にしないでくれ。一生懸命頑張った結果だからな。｣,目鏡 光,hikaruoji,clear,clear,back_dispensary,0,0,0,0,0,0,0,0,0,0,0,text_hikaru,0,0
255,やっぱり光先輩って優しいな……,えみ,hikaruoji,clear,clear,back_dispensary,0,0,0,0,0,0,0,0,0,0,0,text_monologue,0,0
256,無事に体育祭が終わった。今日は色んな人に助けられた一日だったな……今度お礼をしなくちゃ！,えみ,clear,clear,clear,back_classroom_afternoon,0,0,0,0,0,0,0,0,0,0,0,text_monologue,0,0
257,  ,                ,clear,clear,clear,back_classroom_afternoon,0,0,0,0,0,0,0,0,0,0,0,0,1,6
258,           ,                ,clear,clear,clear,back_classroom_afternoon,0,0,0,0,0,0,0,0,0,0,0,0,2,6
259,                                  ,          ,clear,clear,clear,back_classroom,0,0,0,0,0,0,0,0,0,0,0,0,2,6
260,8月, ,clear,clear,clear,back_classroom,0,0,2,0,0,0,0,8,0,0,0,text_mob,0,5
261, ,9月,clear,clear,clear,back_classroom,0,0,2,0,0,0,0,9,0,0,0,text_mob,0,5
262,あーとうとう夏休み終わっちゃったな。全然遊びたりないよ......ん?,えみ,,,,,,,,,,,,,,,,,,
263,花火大会のポスター?来週か〜行きたいな。でも誰を誘おう?,えみ,,,,,,,,,,,,,,,,,,
264,「「う〜ん......」」,えみ＆？？？,,,,,,,,,,,,,,,,,,
265,「って[主人公の名前]先輩?!」,本田 琉絆空,,,,,,,,,,,,,,,,,,
266,「もしかして琉絆空くんもこのポスター見てた?」,えみ,,,,,,,,,,,,,,,,,,
267,「はい、でも誰誘おうかなって......」,本田 琉絆空,,,,,,,,,,,,,,,,,,
268, ,,,,,,,,,,,,,,,,,,,
269,「誰か行く人見つかればいいね」,えみ,,,,,,,,,,,,,,「誰か見つかるといいね。」,「え!?私も」,,,
270,「そうなんすよ。光と桜児でも誘ってみるか〜」,本田 琉絆空,,,,,,,,,,,,,,,,,,
271,OG☆3 の 3 人は幼なじみなだけあってやっぱり仲良しなんだな〜,えみ,,,,,,,,,,,,,,,,,,
272,「え!?私も」,えみ,,,,,,,,,,,,,,,,,,
273,「マジすか?!せっかくなんで一緒に行きましょうよ!」,本田 琉絆空,,,,,,,,,,,,,,,,,,
274,成り行きで花火大会いくことになったけどこれってデートじゃない?!,えみ,,,,,,,,,,,,,,,,,,
275,このチャンス絶対に活かしてみせる!,えみ,,,,,,,,,,,,,,,,,,
276,  ,                ,0,0,0,11,0,0,0,5,0,0,0,0,0,0,0,5,1,1
277,           ,                ,0,0,0,11,0,0,0,5,0,0,0,0,0,0,0,5,2,1
278,                                  ,  ,0,0,0,8,0,0,0,5,0,0,0,0,0,0,0,5,3,1
279,「屋台の飯美味そ〜!!」[花火大会当日][祭背景][人混み SE],本田 琉絆空,,,,,,,,,,,,,,,,,,
280,琉絆空くんの瞳がいつになく輝いてる......。,えみ,,,,,,,,,,,,,,,,,,
281,「箸巻き 3 つください!」,本田 琉絆空,,,,,,,,,,,,,,,,,,
282,3 つ?!,えみ,,,,,,,,,,,,,,,,,,
283,「たこ焼きも焼きそばもたべちゃお!」,本田 琉絆空,,,,,,,,,,,,,,,,,,
284,さっき箸巻き 3 つたべたのに?!,えみ,,,,,,,,,,,,,,,,,,
285,「かき氷も!」,本田 琉絆空,,,,,,,,,,,,,,,,,,
286,琉絆空くんめっちゃ食べてる......私もなにか食べようかな?,えみ,,,,,,,,,,,,,,,,,,
287,わたあめの屋台もあるし、ポテトもすて難いし......,えみ,,,,,,,,,,,,,,,,,,
288,ってあれ?!琉絆空くんどこ?![BGM 悲しげ],えみ,,,,,,,,,,,,,,,,,,
289,人混み凄くてはぐれちゃった......,えみ,,,,,,,,,,,,,,,,,,
290,どうしよう、ちゃんとはぐれないように気をつけてたはずなのに。,えみ,,,,,,,,,,,,,,,,,,
291,もっと離れてしまう前に琉絆空くんを見つけなきゃ!,えみ,,,,,,,,,,,,,,,,,,
292,「キャー♡」,女性達,,,,,,,,,,,,,,,,,,
293,「ん?この悲鳴......まさか!」,えみ,,,,,,,,,,,,,,,,,,
294,やっぱり!女の子に囲まれているおじさんがいる。,えみ,,,,,,,,,,,,,,,,,,
295,「いやいや、今日は一緒に来てる子がいて......あ!」,本田 琉絆空,,,,,,,,,,,,,,,,,,
296,「見つけた」[BGM 止まる],本田 琉絆空,,,,,,,,,,,,,,,,,,
297,[スチル表示],,,,,,,,,,,,,,,,,,,
298,「えっ......手」,えみ,,,,,,,,,,,,,,,,,,
299,「これでもう迷子にならないっすよね。」,本田 琉絆空,,,,,,,,,,,,,,,,,,
300,「あ......ありがとう」,えみ,,,,,,,,,,,,,,,,,,
301,「まもなく花火打ち上げの時間となっております。[BGM 戻す],アナウンス,,,,,,,,,,,,,,,,,,
302,20 時に屋台の照明が消えますので──────」,アナウンス,,,,,,,,,,,,,,,,,,
303,「もうそんな時間?!私も急いで屋台で食べ物買わなきゃ!」,えみ,,,,,,,,,,,,,,,,,,
304,「今度ははぐれないようにしましょうね。」,本田 琉絆空,,,,,,,,,,,,,,,,,,
305,[画面暗く],,,,,,,,,,,,,,,,,,,
306,[花火画像表示][※立ち絵は表示しない],,,,,,,,,,,,,,,,,,,
307,「綺麗......」,2 人,,,,,,,,,,,,,,,,,,
308,「夏の思い出増えましたね。」,本田 琉絆空,,,,,,,,,,,,,,,,,,
309,「そうだね」,えみ,,,,,,,,,,,,,,,,,,
310,花火の中聞こえる琉絆空くんの声優しかった。,,,,,,,,,,,,,,,,,,,
311, ,10月,0,0,0,0,0,0,2,0,2,0,0,10,0,0,0,4,0,5
312,「い……………………おい……………………聞こえているか？」,???,0,0,0,16,0,0,1,1,0,0,0,0,0,0,0,4,0,0
313,「んぅ………………」,えみ,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0
314,「起きんか！重要な知らせがあるのじゃ！」,???,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0,4,0,0
315,「げ、この声とこの話しかけ方は！……意地の悪い銅像！！！の、幻聴？夢？」,えみ,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0
316,「意地の悪いとはなんじゃ！ただ暇つぶしにおぬしだけにおじさんの幻覚がみえる呪いを……,銅像,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0,4,0,0
317,……ってわし性格悪いのう？！」,銅像,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0,4,0,0
318,「一応、自覚はあったんだ！」,えみ,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0
319,「近頃OG☆3の3人との中はどうじゃ？」,銅像,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0,4,0,0
320,「こんな夜中に銅像のおじさんとガールズトークかよ！」,えみ,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0
321,「わしは爺さんじゃが？」,銅像,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0,4,0,0
322,「……まぁ話を戻すが、わしは4月に「クリスマスまで「両思いにならないとOG☆3がおじさんに見える呪いは解かない」と言ったな？」,銅像,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0,4,0,0
323,「はい……」,えみ,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0
324,「呪いの解く呪文を忘れてしまったのじゃ」,銅像,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0,4,0,0
325,「ハァ？！！！」,えみ,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0
326,「ただし、思い出す方法が1つある」,銅像,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0,4,0,0
327,「どんな方法なの？」,えみ,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0
328,「我が校では、毎年文化祭で最も活躍した人が選ばれる『小木原賞』というものが選ばれるのじゃが,銅像,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0,4,0,0
329,実はそのときに渡される伝統のトロフィーにこっそりラクガキしてしまったんじゃ」,銅像,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0,4,0,0
330,(生前からとんでもない野郎ね),えみ,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0
331,「そのラクガキの言葉が呪文になっておるのじゃ、どうにか手に入れてくれんかのう」,銅像,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0,4,0,0
332,  ,                ,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,5,1,6
333,           ,                ,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,5,2,6
334,                                  ,  ,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,5,2,6
335,なんか嫌な夢みたな…………ていうかちゃんとハッキリ覚えてるから本当のことかも,えみ,0,0,0,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0
336, ,11月,0,0,0,0,0,0,2,1,0,0,0,11,0,0,0,4,0,0
337,今日は文化祭！例のトロフィーのために文化祭の実行委員として準備がんばってたけど、小木原賞なんて取れる自信ないな……,えみ,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
338,今から自由時間だ！何しよう？,えみ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
339,                                                      ,   ,0,0,0,0,0,0,0,7,0,1,3,0,演劇を見に行く,外の売店を回る,メイド喫茶に行く,5,0,0
340,演劇は……シンデレラにオリジナル要素いれた劇かぁ……見てみたいかも！,えみ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
341,演劇部の桜児くんが王子様役で出るんだって！きっと王子様姿がとっても似合うんだろうな,えみ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
342,  ,                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
343,           ,                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,6
344,                                  ,  ,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,2,6
345,「あれ？桜児くんがいる……って元気ないね。」,えみ,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0
346,「や、やっほ〜、舞台、緊張しちゃって。」,犬山 桜児,11,0,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0
347,                                                      ,   ,0,0,0,6,0,0,0,7,0,1,3,0,桜児くんならきっと大丈夫だよ,桜児くんの王子様素、とっても楽しみにしてるよ！,演劇部の舞台オリジナル要素あるんだって？楽しみだな～,5,0,0
348,「ほんと〜？嬉しい！」,犬山 桜児,9,0,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0
349,                                                      ,   ,0,0,0,6,0,0,0,7,0,1,2,0,0,うん！じゃあ、また後でね！頑張れ！,桜児くんがんばって練習してる姿いつも見てたよ,5,0,0
350,「……ありがとう！@ちゃんと話してたら元気でてきたかも。頑張るね！」,犬山 桜児,9,0,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0
351,桜児くんは自信を取り戻した様子で舞台のほうにスタンバイしに行ったみたい！,えみ,9,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0
352,    ,  ,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0
353,「キャ〜！！桜児くんカッコイイ〜！！」,女子生徒1,9,0,0,6,0,0,0,1,0,0,0,0,0,0,0,4,0,0
354,「か、かっけぇ…………」,男子生徒1,9,0,0,6,0,0,0,1,0,0,0,0,0,0,0,4,0,0
355,「きっと今年の小木原賞は桜児くんだね！」,女子生徒2,9,0,0,6,0,0,0,1,0,0,0,0,0,0,0,4,0,0
356,  ,                ,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,1,6
357,           ,                ,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,2,6
358,                                  ,  ,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,5,2,6
359,「えへへ、トロフィー、もらっちゃった！」,犬山 桜児,9,0,0,14,0,0,0,1,0,0,0,0,0,0,0,1,0,0
360,「おめでとう！桜児くん。」,えみ,9,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0
361,「今年トロフィーもらえたのはさ、,犬山 桜児,9,0,0,14,0,0,0,1,0,0,0,0,0,0,0,1,0,0
362,舞台前に元気づけてくれた@ちゃんのおかげだよ。本当にありがとう！」,犬山 桜児,9,0,0,14,0,0,0,1,0,0,0,0,0,0,0,1,0,0
363,「記念撮影してもいいかな？」,犬山 桜児,9,0,0,14,0,0,0,1,0,0,0,0,0,0,0,1,0,0
364,「うん！(じゅ、呪文、確認しなきゃ)」,えみ,9,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0
365,「はいチーズ！」,犬山 桜児,9,0,0,14,0,0,0,1,0,0,0,0,0,0,0,1,0,0
366,桜児くんの劇も成功したし、無事トロフィーの呪文も確認できた！,えみ,9,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0
367,あとはクリスマスまでに告白しないと……！,えみ,9,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0
368,「ありがとう、舞台頑張る。」,犬山 桜児,11,0,0,6,0,0,0,1,0,0,0,0,0,0,0,4,0,0
369,やっぱりどこか不安げな表情で桜児くんは去っていった。,えみ,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0
370,結局私はトロフィーは手に入らなかったし呪いを解く呪文もわからないまま。,えみ,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0
371,このままずっとおじさんのOG☆3と残りの学園生活をすごすことになるんだ……,えみ,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0
372,[END4 おじさんたちともう1年],,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0
373,文化祭といえば売店だよね！沢山たべちゃうぞ〜！,えみ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
374,  ,                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
375,           ,                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,6
376,                                  ,  ,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,2,6
377,ドン！,  ,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
378,「わっすみません、」,えみ,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
379,「……」,謎の着ぐるみ,6,0,0,3,0,0,0,1,0,0,0,0,0,0,0,4,0,0
380,「？」,えみ,6,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
