number,mainstory,name,centercharacterimage,rightcenterimage,leftcenterimage,backimage,stillimage,charactercolor,bgm,se,selectdisp,selectbutton_num,monthimage,selectbuttontext3,selectbuttontext1,selectbuttontext2,textcolor,fadeanimation,moveanimation
172,「奢ってくれてありがとう……本当に大丈夫なの？」,えみ,ouziojismile,clear,clear,back_cafe,0,0,cafe,0,0,0,0,0,0,0,text_own,0,0
173,「カップル割でパンケーキ食べよって誘ったの僕だし全然いいよー！ファンサだよっ！」,犬山 桜児,ouzioji,clear,clear,back_cafe,0,0,cafe,0,0,0,0,0,0,0,text_ouji,0,0
174,今の見た目がおじさんなせいでパパ活してる人みたいな気分になっちゃったけど。,えみ,ouzioji,clear,clear,back_cafe,0,0,cafe,0,0,0,0,0,0,0,text_monologue,0,0
175,「ねぇねぇ！折角だしツーショ撮らない？これもファンサってことで！」,犬山 桜児,ouzioji,clear,clear,back_cafe,0,0,cafe,0,0,0,0,0,0,0,text_ouji,0,0
176,桜児くんはファンサって言いながら色んなことをしてくれるなぁ。,えみ,ouzioji,clear,clear,back_cafe,0,0,cafe,0,0,0,0,0,0,0,text_monologue,0,0
177,「こっちきて！撮るよ〜」,犬山 桜児,ouzioji,clear,clear,back_cafe,0,0,cafe,0,0,0,0,0,0,0,text_ouji,0,0
178,  ,  ,clear,clear,clear,back_classroom,2still_June,0,cafe,0,0,0,0,0,0,0,text_own,0,0
179,「うん！いい感じ！二人とも盛れてる〜っ！」,犬山 桜児,ouziojismile,clear,clear,back_cafe,0,0,cafe,camera,0,0,0,0,0,0,text_ouji,0,0
180,そ、そうなんだ……桜児くんが普通の男の子に戻った時のために写真大切に残しとかなきゃ！,えみ,ouziojismile,clear,clear,back_cafe,0,0,cafe,0,0,0,0,0,0,0,text_monologue,0,0
181,「これもイ〇スタにのせるの？」,えみ,ouziojismile,clear,clear,back_cafe,0,0,cafe,0,0,0,0,0,0,0,text_own,0,0
182,「んーん！これは二人だけの写真だよ。可愛い子との写真を載せたら他の子達が嫉妬しちゃうから！」,犬山 桜児,ouziojismile,clear,clear,back_cafe,0,0,cafe,0,0,0,0,0,0,0,text_ouji,0,0
183,わ〜！これも元の姿で言われたかったよ〜！呪いを解くためにがんばらなきゃ。,えみ,ouziojismile,clear,clear,back_cafe,0,0,cafe,0,0,0,0,0,0,0,text_monologue,0,0
184,今月はお小遣い使い過ぎちゃってパンケーキを食べる余裕はないな……,えみ,clear,clear,clear,back_heroineroom_noon,0,0,room,0,0,0,0,0,0,0,text_monologue,0,0
185,「パンケーキ食べたかったけど今月金欠で行けそうにないな！ごめんね！」,えみ,clear,clear,clear,back_heroineroom_noon,0,0,room,0,0,0,0,0,0,0,text_own,0,0
186,「そういうときもあるよね〜！他の人誘うから気にしないで！」,犬山 桜児,clear,clear,clear,back_heroineroom_noon,0,0,room,0,0,0,0,0,0,0,text_ouji,0,0
187,か、悲しい……また金欠にならないようにバイトして稼がないと！,えみ,clear,clear,clear,back_heroineroom_noon,0,0,room,0,0,0,0,0,0,0,text_monologue,0,0
188,  ,month7月,clear,clear,clear,back_classroom,0,0,0,jingle,0,0,month_July,0,0,0,text_mob,0,0
189,                                  ,  ,clear,clear,clear,back_garage,0,0,normal,0,0,0,0,0,0,0,0,0,倉庫
190,今日は体育祭。昨日まで天気が不安だったけど、無事に晴れてよかった！,えみ,clear,clear,clear,back_garage,0,0,normal,0,0,0,0,0,0,0,text_monologue,0,0
191,私は小道具の係になったから朝から忙しいし気合い入れて頑張ろう！,えみ,clear,clear,clear,back_garage,0,0,normal,0,0,0,0,0,0,0,text_monologue,0,0
192,────皆よりもちょっと遅めに来ちゃったから軽めの荷物は運ばれちゃったみたい……,えみ,clear,clear,clear,back_garage,0,0,normal,0,0,0,0,0,0,0,text_monologue,0,0
193,さっき気合い入れて頑張ろうとしてたのに、重そうな小道具ばかりでやる気なくなりそう。,えみ,clear,clear,clear,back_garage,0,0,normal,0,0,0,0,0,0,0,text_monologue,0,0
194,でも係の仕事だしそんなこと言ってられないよね。頑張るぞ！,えみ,clear,clear,clear,back_garage,0,0,normal,0,0,0,0,0,0,0,text_monologue,0,0
195,｢ぐぐぐ、重い！｣,えみ,clear,clear,clear,back_garage,0,0,normal,0,0,0,0,0,0,0,text_own,0,0
196,なんとか持てたけどフラフラしちゃう、よ……わっ！,えみ,clear,clear,clear,back_garage,0,0,normal,0,0,0,0,0,0,0,text_monologue,0,0
197,｢先輩、大丈夫？！｣,本田 琉絆空,rukiaoji,clear,clear,back_garage,0,0,normal,0,0,0,0,0,0,0,text_rukia,0,0
198,｢琉絆空くん？！｣,えみ,rukiaoji,clear,clear,back_garage,0,0,normal,0,0,0,0,0,0,0,text_own,0,0
199,　                                                                       ,　,clear,clear,clear,back_garage,3still_July_rukia,0,normal,0,0,0,0,0,0,0,text_own,0,0
200,｢女の子がこんなに重い荷物持っちゃだめだろ？俺が持つからさ！｣,本田 琉絆空,clear,clear,clear,still_July_rukia,0,0,normal,0,0,0,0,0,0,0,text_rukia,0,0
201,｢あ、ありがとう……！｣,えみ,clear,clear,clear,still_July_rukia,0,0,normal,0,0,0,0,0,0,0,text_own,0,0
202,へ〜、おじさんって力持ちなんだな〜。,えみ,clear,clear,clear,back_ground_noon,0,0,normal,0,0,0,0,0,0,0,text_monologue,0,0
203,ってちがうちがう！呪いのせいでそう見えてるだけで高校生の男子なんだった。,えみ,clear,clear,clear,back_ground_noon,0,0,normal,0,0,0,0,0,0,0,text_monologue,0,0
204,最近おじさんの姿のOG☆3に見慣れてきてる！,えみ,clear,clear,clear,back_ground_noon,0,0,normal,0,0,0,0,0,0,0,text_monologue,0,0
205,あの性格の悪い銅像に洗脳されちゃうよ〜！,,clear,clear,clear,back_ground_noon,0,0,normal,0,0,0,0,0,0,0,text_monologue,0,0
206,琉絆空くんの協力のおかげで無事に係の仕事も終わってよかった！,えみ,clear,clear,clear,back_ground_noon,0,0,normal,0,0,0,0,0,0,0,text_monologue,0,0
207,私の出番はまだだから友達の応援でもしようかな。,えみ,clear,clear,clear,back_ground_noon,0,0,normal,0,0,0,0,0,0,0,text_monologue,0,0
208,｢キャーーーーｯ！！｣,女子生徒たち,clear,clear,clear,back_ground_noon,0,0,normal,0,0,0,0,0,0,0,text_mob,0,0
209,？！！,えみ,clear,clear,clear,back_ground_noon,0,0,normal,0,0,0,0,0,0,0,text_monologue,0,0
210,女子たちの歓声が聞こえてくる。なんだろう？,えみ,clear,clear,clear,back_ground_noon,0,0,normal,0,0,0,0,0,0,0,text_monologue,0,0
211,｢桜児くんがんばってー！｣,女子生徒たち,clear,clear,clear,back_ground_noon,0,0,normal,0,0,0,0,0,0,0,text_mob,0,0
212,歓声を向けられている方を見ると、リレーのアンカーとしてバトンを待つ桜児くんが見えた。,,clear,clear,clear,back_ground_noon,0,0,normal,0,0,0,0,0,0,0,text_monologue,0,0
213,桜児くんの前の人は一位と大差つけられて二位みたい。,えみ,clear,clear,clear,back_ground_noon,0,0,normal,0,0,0,0,0,0,0,text_monologue,0,0
214,おじさんの呪いをかけられる前の桜児くんを思い出すと、小柄で女の子みたいだし大丈夫かな……？,えみ,clear,clear,clear,back_ground_noon,0,0,normal,0,0,0,0,0,0,0,text_monologue,0,0
215,ちょっと心配だけど桜児くんにがんばってほしいし私も応援しよう！,えみ,clear,clear,clear,back_ground_noon,0,0,normal,0,0,0,0,0,0,0,text_monologue,0,0
216,｢桜児くんがんばれーー！！｣,えみ,clear,clear,clear,back_ground_noon,0,0,normal,0,0,0,0,0,0,0,text_own,0,0
217,ついに桜児くんにバトンが渡ったその時​─────,  ,clear,clear,clear,back_ground_noon,0,0,normal,0,0,0,0,0,0,0,text_monologue,0,0
218,    ,  ,clear,clear,clear,back_classroom,4still_July_ouzi,0,normal,0,0,0,0,0,0,0,text_own,0,0
219,｢おまたせ〜！ごめんね一位の人！抜かしちゃうよ！｣,犬山 桜児,clear,clear,clear,still_July_ouzi,0,0,normal,0,0,0,0,0,0,0,text_ouji,0,0
220,｢キャーーー！｣,女子生徒たち,clear,clear,clear,still_July_ouzi,0,0,normal,0,0,0,0,0,0,0,text_mob,0,0
221,桜児くん速い！あっという間に一位の人を抜かしちゃった！,えみ,clear,clear,clear,still_July_ouzi,0,0,normal,0,0,0,0,0,0,0,text_monologue,0,0
222,桜児くんって見かけによらず運動神経よかったんだ……,えみ,clear,clear,clear,back_ground_noon,0,0,normal,0,0,0,0,0,0,0,text_monologue,0,0
223,リレーが終わって桜児くんは応援席にきてくれた。,えみ,clear,clear,clear,back_ground_noon,0,0,normal,0,0,0,0,0,0,0,text_monologue,0,0
224,｢桜児くんお疲れ様！｣,えみ,ouziojismile,clear,clear,back_ground_noon,0,0,normal,0,0,0,0,0,0,0,text_own,0,0
225,｢応援ありがとうね！次の綱引き出るんだよね？がんばれ〜！｣,犬山 桜児,ouziojismile,clear,clear,back_ground_noon,0,0,normal,0,0,0,0,0,0,0,text_ouji,0,0
226,桜児くんはやっぱりファンサが手厚いな〜。応援してくれてるし、綱引きがんばるぞ！,えみ,ouziojismile,clear,clear,back_ground_noon,0,0,normal,0,0,0,0,0,0,0,text_monologue,0,0
227,    ,   ,clear,clear,clear,back_ground_noon,0,0,normal,0,0,0,0,0,0,0,0,0,0
228,｢位置について、よーい……｣,生徒A,clear,clear,clear,back_ground_noon,0,0,normal,0,0,0,0,0,0,0,text_mob,0,0
229,ピストルの音がなる。,　,clear,clear,clear,back_ground_noon,0,0,normal,0,0,0,0,0,0,0,text_monologue,0,0
230,相手のチームすごい力だ……！力には自信ないけど頑張らなくちゃ！,えみ,clear,clear,clear,back_ground_noon,0,0,normal,0,0,0,0,0,0,0,text_monologue,0,0
231,自分たちのチームも負けじと綱を引いている。いい感じ！,えみ,clear,clear,clear,back_ground_noon,0,0,normal,0,0,0,0,0,0,0,text_monologue,0,0
232,｢うっ！痛い｣,えみ,clear,clear,clear,back_ground_noon,0,0,normal,0,0,0,0,0,0,0,text_own,0,0
233,手と綱が擦れてすごく痛い……！,えみ,clear,clear,clear,back_ground_noon,0,0,normal,0,0,0,0,0,0,0,text_monologue,0,0
234,でも、もう少しで勝てそう！我慢我慢……,えみ,clear,clear,clear,back_ground_noon,0,0,normal,0,0,0,0,0,0,0,text_monologue,0,0
235,その時、相手チームか凄い力で綱を引いてきた。,えみ,clear,clear,clear,back_ground_noon,0,0,normal,0,0,0,0,0,0,0,text_monologue,0,0
236,｢わっ！｣,えみ,clear,clear,clear,back_ground_noon,0,0,normal,0,0,0,0,0,0,0,text_own,0,0
237,｢っ……！｣,えみ,clear,clear,clear,back_ground_noon,0,0,normal,0,0,0,0,0,0,0,text_own,0,0
238,凄い勢いで転けちゃった、恥ずかしい……,えみ,clear,clear,clear,back_ground_noon,0,0,normal,0,0,0,0,0,0,0,text_monologue,0,0
239,｢怪我をしている……この様子だと大丈夫そうではないな。保健室に向かおう。｣,目鏡 光,clear,clear,clear,back_ground_noon,0,0,normal,0,0,0,0,0,0,0,text_hikaru,0,0
240,｢なんで先輩が……って、えっ？！！｣,えみ,clear,clear,clear,back_ground_noon,0,0,normal,0,0,0,0,0,0,0,text_own,0,0
241,   ,   ,clear,clear,clear,back_classroom,5still_July_hikaru,0,normal,0,0,0,0,0,0,0,text_own,0,0
242,私、お姫様だっこされてる？！！,えみ,clear,clear,clear,still_July_hikaru,0,0,normal,0,0,0,0,0,0,0,text_monologue,0,0
243,｢僕はリレーなどは得意ではないから綱引きに出たんだ。おかげで君を助けることができてよかった。｣,目鏡 光,clear,clear,clear,still_July_hikaru,0,0,normal,0,0,0,0,0,0,0,text_hikaru,0,0
244,｢あの子目鏡生徒会長にお姫様だっこされてる、いいな〜……｣,女子生徒たち,clear,clear,clear,still_July_hikaru,0,0,normal,0,0,0,0,0,0,0,text_mob,0,0
245,ひぃ、そうだった、光先輩って本来はイケメンなんだった。,えみ,clear,clear,clear,still_July_hikaru,0,0,normal,0,0,0,0,0,0,0,text_monologue,0,0
246,周りの女子たちに羨望の眼差しで見られてる……,えみ,clear,clear,clear,still_July_hikaru,0,0,normal,0,0,0,0,0,0,0,text_monologue,0,0
247,  ,                ,clear,clear,clear,still_July_hikaru,0,0,normal,0,0,0,0,0,0,0,0,1,0
248,  ,                ,clear,clear,clear,still_July_hikaru,0,0,normal,0,0,0,0,0,0,0,0,0,0
249,                                  ,  ,clear,clear,clear,back_dispensary,0,0,normal,0,0,0,0,0,0,0,0,0,保健室
250,｢あの、光先輩！保健室まで運んでくださってありがとうございます。すみません、迷惑をかけちゃって……｣,えみ,hikaruoji,clear,clear,back_dispensary,0,0,normal,0,0,0,0,0,0,0,text_own,0,0
251,｢気にしないでくれ。一生懸命頑張った結果だからな。｣,目鏡 光,hikaruoji,clear,clear,back_dispensary,0,0,normal,0,0,0,0,0,0,0,text_hikaru,0,0
252,やっぱり光先輩って優しいな……,えみ,hikaruoji,clear,clear,back_dispensary,0,0,normal,0,0,0,0,0,0,0,text_monologue,0,0
253,無事に体育祭が終わった。今日は色んな人に助けられた一日だったな……今度お礼をしなくちゃ！,えみ,clear,clear,clear,back_classroom_afternoon,0,0,normal,0,0,0,0,0,0,0,text_monologue,0,0
254,  ,                ,clear,clear,clear,back_classroom_afternoon,0,0,normal,0,0,0,0,0,0,0,0,1,6
255,           ,                ,clear,clear,clear,back_classroom_afternoon,0,0,normal,0,0,0,0,0,0,0,0,2,6
256,                                  ,          ,clear,clear,clear,back_classroom,0,0,normal,0,0,0,0,0,0,0,0,2,6
257,8月, ,clear,clear,clear,back_classroom,0,0,0,0,0,0,month_August,0,0,0,text_mob,0,5
258, ,month9月,clear,clear,clear,back_classroom,0,0,0,0,0,0,month_September,0,0,0,text_mob,0,5
259,あーとうとう夏休み終わっちゃったな。全然遊びたりないよ......ん?,えみ,,,,,,,,,,,,,,,,,
260,花火大会のポスター?来週か〜行きたいな。でも誰を誘おう?,えみ,,,,,,,,,,,,,,,,,
261,「「う〜ん......」」,えみ＆？？？,,,,,,,,,,,,,,,,,
262,「って[主人公の名前]先輩?!」,本田 琉絆空,,,,,,,,,,,,,,,,,
263,「もしかして琉絆空くんもこのポスター見てた?」,えみ,,,,,,,,,,,,,,,,,
264,「はい、でも誰誘おうかなって......」,本田 琉絆空,,,,,,,,,,,,,,,,,
265, ,,,,,,,,,,,,,,,,,,
266,「誰か行く人見つかればいいね」,えみ,,,,,,,,,,,,,「誰か見つかるといいね。」,「え!?私も」,,,
267,「そうなんすよ。光と桜児でも誘ってみるか〜」,本田 琉絆空,,,,,,,,,,,,,,,,,
268,OG☆3 の 3 人は幼なじみなだけあってやっぱり仲良しなんだな〜,えみ,,,,,,,,,,,,,,,,,
269,「え!?私も」,えみ,,,,,,,,,,,,,,,,,
270,「マジすか?!せっかくなんで一緒に行きましょうよ!」,本田 琉絆空,,,,,,,,,,,,,,,,,
271,成り行きで花火大会いくことになったけどこれってデートじゃない?!,えみ,,,,,,,,,,,,,,,,,
272,このチャンス絶対に活かしてみせる!,えみ,,,,,,,,,,,,,,,,,
273,  ,                ,0,0,0,11,0,0,5,0,0,0,0,0,0,0,5,1,1
274,           ,                ,0,0,0,11,0,0,5,0,0,0,0,0,0,0,5,2,1
275,                                  ,  ,0,0,0,8,0,0,5,0,0,0,0,0,0,0,5,3,1
276,「屋台の飯美味そ〜!!」[花火大会当日][祭背景][人混み SE],本田 琉絆空,,,,,,,,,,,,,,,,,
277,琉絆空くんの瞳がいつになく輝いてる......。,えみ,,,,,,,,,,,,,,,,,
278,「箸巻き 3 つください!」,本田 琉絆空,,,,,,,,,,,,,,,,,
279,3 つ?!,えみ,,,,,,,,,,,,,,,,,
280,「たこ焼きも焼きそばもたべちゃお!」,本田 琉絆空,,,,,,,,,,,,,,,,,
281,さっき箸巻き 3 つたべたのに?!,えみ,,,,,,,,,,,,,,,,,
282,「かき氷も!」,本田 琉絆空,,,,,,,,,,,,,,,,,
283,琉絆空くんめっちゃ食べてる......私もなにか食べようかな?,えみ,,,,,,,,,,,,,,,,,
284,わたあめの屋台もあるし、ポテトもすて難いし......,えみ,,,,,,,,,,,,,,,,,
285,ってあれ?!琉絆空くんどこ?![BGM 悲しげ],えみ,,,,,,,,,,,,,,,,,
286,人混み凄くてはぐれちゃった......,えみ,,,,,,,,,,,,,,,,,
287,どうしよう、ちゃんとはぐれないように気をつけてたはずなのに。,えみ,,,,,,,,,,,,,,,,,
288,もっと離れてしまう前に琉絆空くんを見つけなきゃ!,えみ,,,,,,,,,,,,,,,,,
289,「キャー♡」,女性達,,,,,,,,,,,,,,,,,
290,「ん?この悲鳴......まさか!」,えみ,,,,,,,,,,,,,,,,,
291,やっぱり!女の子に囲まれているおじさんがいる。,えみ,,,,,,,,,,,,,,,,,
292,「いやいや、今日は一緒に来てる子がいて......あ!」,本田 琉絆空,,,,,,,,,,,,,,,,,
293,「見つけた」[BGM 止まる],本田 琉絆空,,,,,,,,,,,,,,,,,
294,[スチル表示],,,,,,,,,,,,,,,,,,
295,「えっ......手」,えみ,,,,,,,,,,,,,,,,,
296,「これでもう迷子にならないっすよね。」,本田 琉絆空,,,,,,,,,,,,,,,,,
297,「あ......ありがとう」,えみ,,,,,,,,,,,,,,,,,
298,「まもなく花火打ち上げの時間となっております。[BGM 戻す],アナウンス,,,,,,,,,,,,,,,,,
299,20 時に屋台の照明が消えますので──────」,アナウンス,,,,,,,,,,,,,,,,,
300,「もうそんな時間?!私も急いで屋台で食べ物買わなきゃ!」,えみ,,,,,,,,,,,,,,,,,
301,「今度ははぐれないようにしましょうね。」,本田 琉絆空,,,,,,,,,,,,,,,,,
302,[画面暗く],,,,,,,,,,,,,,,,,,
303,[花火画像表示][※立ち絵は表示しない],,,,,,,,,,,,,,,,,,
304,「綺麗......」,2 人,,,,,,,,,,,,,,,,,
305,「夏の思い出増えましたね。」,本田 琉絆空,,,,,,,,,,,,,,,,,
306,「そうだね」,えみ,,,,,,,,,,,,,,,,,
307,花火の中聞こえる琉絆空くんの声優しかった。,,,,,,,,,,,,,,,,,,
308, ,month10月,0,0,0,0,0,0,0,2,0,0,10,0,0,0,4,0,5
309,「い……………………おい……………………聞こえているか？」,???,0,0,0,16,0,0,1,0,0,0,0,0,0,0,4,0,0
310,「んぅ………………」,えみ,0,0,0,16,0,0,1,0,0,0,0,0,0,0,0,0,0
311,「起きんか！重要な知らせがあるのじゃ！」,???,0,0,0,16,0,0,1,0,0,0,0,0,0,0,4,0,0
312,「げ、この声とこの話しかけ方は！……意地の悪い銅像！！！の、幻聴？夢？」,えみ,0,0,0,16,0,0,1,0,0,0,0,0,0,0,0,0,0
313,「意地の悪いとはなんじゃ！ただ暇つぶしにおぬしだけにおじさんの幻覚がみえる呪いを……,銅像,0,0,0,16,0,0,1,0,0,0,0,0,0,0,4,0,0
314,……ってわし性格悪いのう？！」,銅像,0,0,0,16,0,0,1,0,0,0,0,0,0,0,4,0,0
315,「一応、自覚はあったんだ！」,えみ,0,0,0,16,0,0,1,0,0,0,0,0,0,0,0,0,0
316,「近頃OG☆3の3人との中はどうじゃ？」,銅像,0,0,0,16,0,0,1,0,0,0,0,0,0,0,4,0,0
317,「こんな夜中に銅像のおじさんとガールズトークかよ！」,えみ,0,0,0,16,0,0,1,0,0,0,0,0,0,0,0,0,0
318,「わしは爺さんじゃが？」,銅像,0,0,0,16,0,0,1,0,0,0,0,0,0,0,4,0,0
319,「……まぁ話を戻すが、わしは4月に「クリスマスまで「両思いにならないとOG☆3がおじさんに見える呪いは解かない」と言ったな？」,銅像,0,0,0,16,0,0,1,0,0,0,0,0,0,0,4,0,0
320,「はい……」,えみ,0,0,0,16,0,0,1,0,0,0,0,0,0,0,0,0,0
321,「呪いの解く呪文を忘れてしまったのじゃ」,銅像,0,0,0,16,0,0,1,0,0,0,0,0,0,0,4,0,0
322,「ハァ？！！！」,えみ,0,0,0,16,0,0,1,0,0,0,0,0,0,0,0,0,0
323,「ただし、思い出す方法が1つある」,銅像,0,0,0,16,0,0,1,0,0,0,0,0,0,0,4,0,0
324,「どんな方法なの？」,えみ,0,0,0,16,0,0,1,0,0,0,0,0,0,0,0,0,0
325,「我が校では、毎年文化祭で最も活躍した人が選ばれる『小木原賞』というものが選ばれるのじゃが,銅像,0,0,0,16,0,0,1,0,0,0,0,0,0,0,4,0,0
326,実はそのときに渡される伝統のトロフィーにこっそりラクガキしてしまったんじゃ」,銅像,0,0,0,16,0,0,1,0,0,0,0,0,0,0,4,0,0
327,(生前からとんでもない野郎ね),えみ,0,0,0,16,0,0,1,0,0,0,0,0,0,0,0,0,0
328,「そのラクガキの言葉が呪文になっておるのじゃ、どうにか手に入れてくれんかのう」,銅像,0,0,0,16,0,0,1,0,0,0,0,0,0,0,4,0,0
329,  ,                ,0,0,0,16,0,0,0,0,0,0,0,0,0,0,5,1,6
330,           ,                ,0,0,0,16,0,0,0,0,0,0,0,0,0,0,5,2,6
331,                                  ,  ,0,0,0,17,0,0,0,0,0,0,0,0,0,0,5,2,6
332,なんか嫌な夢みたな…………ていうかちゃんとハッキリ覚えてるから本当のことかも,えみ,0,0,0,17,0,0,1,0,0,0,0,0,0,0,0,0,0
333, ,month11月,0,0,0,0,0,0,1,0,0,0,11,0,0,0,4,0,0
334,今日は文化祭！例のトロフィーのために文化祭の実行委員として準備がんばってたけど、小木原賞なんて取れる自信ないな……,えみ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
335,今から自由時間だ！何しよう？,えみ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
336,                                                      ,   ,0,0,0,0,0,0,7,0,1,3,0,演劇を見に行く,外の売店を回る,メイド喫茶に行く,5,0,0
337,演劇は……シンデレラにオリジナル要素いれた劇かぁ……見てみたいかも！,えみ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
338,演劇部の桜児くんが王子様役で出るんだって！きっと王子様姿がとっても似合うんだろうな,えみ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
339,  ,                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
340,           ,                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,6
341,                                  ,  ,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,2,6
342,「あれ？桜児くんがいる……って元気ないね。」,えみ,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0
343,「や、やっほ〜、舞台、緊張しちゃって。」,犬山 桜児,11,0,0,6,0,0,1,0,0,0,0,0,0,0,1,0,0
344,                                                      ,   ,0,0,0,6,0,0,7,0,1,3,0,桜児くんならきっと大丈夫だよ,桜児くんの王子様素、とっても楽しみにしてるよ！,演劇部の舞台オリジナル要素あるんだって？楽しみだな～,5,0,0
345,「ほんと〜？嬉しい！」,犬山 桜児,9,0,0,6,0,0,1,0,0,0,0,0,0,0,1,0,0
346,                                                      ,   ,0,0,0,6,0,0,7,0,1,2,0,0,うん！じゃあ、また後でね！頑張れ！,桜児くんがんばって練習してる姿いつも見てたよ,5,0,0
347,「……ありがとう！@ちゃんと話してたら元気でてきたかも。頑張るね！」,犬山 桜児,9,0,0,6,0,0,1,0,0,0,0,0,0,0,1,0,0
348,桜児くんは自信を取り戻した様子で舞台のほうにスタンバイしに行ったみたい！,えみ,9,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0
349,    ,  ,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0
350,「キャ〜！！桜児くんカッコイイ〜！！」,女子生徒1,9,0,0,6,0,0,1,0,0,0,0,0,0,0,4,0,0
351,「か、かっけぇ…………」,男子生徒1,9,0,0,6,0,0,1,0,0,0,0,0,0,0,4,0,0
352,「きっと今年の小木原賞は桜児くんだね！」,女子生徒2,9,0,0,6,0,0,1,0,0,0,0,0,0,0,4,0,0
353,  ,                ,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,1,6
354,           ,                ,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,2,6
355,                                  ,  ,0,0,0,14,0,0,0,0,0,0,0,0,0,0,5,2,6
356,「えへへ、トロフィー、もらっちゃった！」,犬山 桜児,9,0,0,14,0,0,1,0,0,0,0,0,0,0,1,0,0
357,「おめでとう！桜児くん。」,えみ,9,0,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0
358,「今年トロフィーもらえたのはさ、,犬山 桜児,9,0,0,14,0,0,1,0,0,0,0,0,0,0,1,0,0
359,舞台前に元気づけてくれた@ちゃんのおかげだよ。本当にありがとう！」,犬山 桜児,9,0,0,14,0,0,1,0,0,0,0,0,0,0,1,0,0
360,「記念撮影してもいいかな？」,犬山 桜児,9,0,0,14,0,0,1,0,0,0,0,0,0,0,1,0,0
361,「うん！(じゅ、呪文、確認しなきゃ)」,えみ,9,0,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0
362,「はいチーズ！」,犬山 桜児,9,0,0,14,0,0,1,0,0,0,0,0,0,0,1,0,0
363,桜児くんの劇も成功したし、無事トロフィーの呪文も確認できた！,えみ,9,0,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0
364,あとはクリスマスまでに告白しないと……！,えみ,9,0,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0
365,「ありがとう、舞台頑張る。」,犬山 桜児,11,0,0,6,0,0,1,0,0,0,0,0,0,0,4,0,0
366,やっぱりどこか不安げな表情で桜児くんは去っていった。,えみ,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0
367,結局私はトロフィーは手に入らなかったし呪いを解く呪文もわからないまま。,えみ,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0
368,このままずっとおじさんのOG☆3と残りの学園生活をすごすことになるんだ……,えみ,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0
369,[END4 おじさんたちともう1年],,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0
370,文化祭といえば売店だよね！沢山たべちゃうぞ〜！,えみ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
371,  ,                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
372,           ,                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,6
373,                                  ,  ,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,2,6
374,ドン！,  ,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
375,「わっすみません、」,えみ,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
376,「……」,謎の着ぐるみ,6,0,0,3,0,0,1,0,0,0,0,0,0,0,4,0,0
377,「？」,えみ,6,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
378,あの着ぐるみ、なんだかこっちを見つめてたような……どうしてだろう？,えみ,6,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
379,  ,                ,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,1,6
380,           ,                ,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,2,6
381,                                  ,  ,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,2,6
382,ふ〜買った買った！友達とははぐれちゃったから、ゆっくり体育館裏でご飯食べちy……,えみ,6,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0
383,    ,  ,0,0,0,6,72,0,0,0,0,0,0,0,0,0,0,0,0
384,「え？！光先輩？！？？？？？」,えみ,6,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0
385,「……ハッ！」,       ,6,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0
386,おじさんがかわいい着ぐるみきてるの、なんかシュール……,目鏡 光,6,0,0,6,0,0,1,0,0,0,0,0,0,0,3,0,0
387,「さっきの着ぐるみ、先輩だったんですね！先輩ってやっぱりかわいいものが好きなんじゃ……」,えみ,6,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0
